,location,total_sqft,bath,price,bhk
6217,R.T. Nagar,1200.0,2.0,60.0,2
6221,R.T. Nagar,1200.0,3.0,140.0,3
6222,R.T. Nagar,2800.0,4.0,400.0,4
6223,R.T. Nagar,1100.0,3.0,125.0,2
6224,R.T. Nagar,1150.0,2.0,72.0,2
6225,R.T. Nagar,1500.0,2.0,230.0,2
6226,R.T. Nagar,1500.0,4.0,185.0,4
6227,R.T. Nagar,3600.0,8.0,165.0,9
6228,R.T. Nagar,2400.0,3.0,348.0,3
6229,R.T. Nagar,1080.0,2.0,48.0,2
6230,R.T. Nagar,1500.0,2.0,45.0,2
6231,R.T. Nagar,1325.0,2.0,52.0,2
6233,R.T. Nagar,1300.0,3.0,145.0,3
6235,R.T. Nagar,1100.0,2.0,85.0,2
6236,R.T. Nagar,1667.0,3.0,130.0,3
6240,Rachenahalli,996.0,2.0,67.0,2
6241,Rachenahalli,680.0,1.0,44.0,1
6248,Rachenahalli,440.0,1.0,28.0,1
6251,Rachenahalli,440.0,1.0,28.0,1
6253,Rachenahalli,3657.0,5.0,220.0,4
6255,Rachenahalli,680.0,1.0,32.64,1
6256,Rachenahalli,412.5,1.0,19.8,1
6258,Rachenahalli,680.0,1.0,46.0,1
6260,Rachenahalli,690.0,1.0,39.8,1
6263,Rachenahalli,1100.0,2.0,68.0,2
6267,Rachenahalli,2710.0,3.0,170.0,3
6270,Rachenahalli,1856.0,3.0,106.0,3
6273,Rachenahalli,2600.0,3.0,160.0,3
6274,Rachenahalli,1756.0,3.0,110.0,3
6281,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
6282,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
6283,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
6284,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
6285,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
6286,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
6287,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
6288,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
6289,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
6290,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
6291,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
6292,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
6293,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
6294,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
6295,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
6296,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
6297,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
6298,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
6299,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
6300,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
6303,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
6304,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
6305,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
6306,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
6307,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
6308,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
6309,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
6311,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
6312,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
6313,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
6316,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
6317,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
6319,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
6320,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
6321,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
6322,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
6323,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
6325,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
6326,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
6328,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
6329,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
6330,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
6331,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
6332,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
6333,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
6334,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
6335,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
6336,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
6337,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
6338,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
6339,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
6340,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
6341,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
6342,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
6343,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
6344,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
6345,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
6347,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
6348,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
6349,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
6350,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
6351,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
6352,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
6353,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
6354,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
6356,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
6357,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
6359,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
6360,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
6361,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
6363,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
6364,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
6366,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
6367,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
6368,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
6370,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
6372,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
6373,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
6374,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
6375,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
6376,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
6377,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
6380,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
6381,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
6382,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
6383,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
6384,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
6385,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
6387,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
6388,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
6389,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
6390,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
6392,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
6394,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
6395,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
6396,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
6397,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
6398,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
6399,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
6400,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
6402,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
6403,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
6404,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
6405,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
6406,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
6407,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
6408,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
6409,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
6410,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
6411,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
6412,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
6413,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
6414,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
6415,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
6416,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
6417,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
6418,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
6419,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
6420,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
6421,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
6423,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
6424,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
6425,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
6426,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
6427,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
6428,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
6429,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
6430,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
6431,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
6432,Rajaji Nagar,3300.0,4.0,600.0,4
6433,Rajaji Nagar,1640.0,3.0,229.0,3
6434,Rajaji Nagar,2390.0,3.0,415.0,3
6435,Rajaji Nagar,2390.0,3.0,410.0,3
6436,Rajaji Nagar,12000.0,6.0,2200.0,7
6438,Rajaji Nagar,1357.0,2.0,115.0,2
6440,Rajaji Nagar,3516.0,4.0,540.0,4
6441,Rajaji Nagar,1640.0,3.0,223.0,3
6442,Rajaji Nagar,3526.0,4.0,492.0,4
6443,Rajaji Nagar,1800.0,4.0,324.0,6
6444,Rajaji Nagar,3526.0,4.0,558.0,4
6446,Rajaji Nagar,1800.0,3.0,260.0,3
6447,Rajaji Nagar,3100.0,4.0,570.0,4
6448,Rajaji Nagar,1640.0,3.0,241.0,3
6449,Rajaji Nagar,1370.0,2.0,170.0,2
6450,Rajaji Nagar,1216.0,2.0,97.16,2
6451,Rajaji Nagar,2409.0,3.0,360.0,3
6453,Rajaji Nagar,1718.0,3.0,288.0,2
6454,Rajaji Nagar,2386.0,3.0,334.0,3
6456,Rajaji Nagar,1200.0,2.0,150.0,2
6457,Rajaji Nagar,1160.0,1.0,163.0,2
6459,Rajaji Nagar,1222.0,2.0,112.0,2
6460,Rajaji Nagar,1263.0,2.0,107.0,2
6461,Rajaji Nagar,660.0,1.0,75.0,1
6462,Rajaji Nagar,1538.0,5.0,300.0,5
6463,Rajaji Nagar,1440.0,2.0,170.0,2
6464,Rajaji Nagar,2448.0,3.0,400.0,3
6465,Rajaji Nagar,1440.0,2.0,185.0,2
6466,Rajaji Nagar,1640.0,3.0,230.0,3
6469,Rajaji Nagar,1800.0,2.0,250.0,3
6470,Rajaji Nagar,3100.0,4.0,550.0,4
6471,Rajaji Nagar,3526.0,4.0,598.0,4
6472,Rajaji Nagar,1357.0,2.0,130.0,2
6473,Rajaji Nagar,2300.0,3.0,369.0,3
6474,Rajaji Nagar,1640.0,3.0,220.0,3
6475,Rajaji Nagar,2500.0,3.0,350.0,3
6478,Rajaji Nagar,2559.0,3.0,403.0,3
6479,Rajaji Nagar,900.0,4.0,140.0,5
6480,Rajaji Nagar,1763.0,3.0,262.0,2
6481,Rajaji Nagar,1640.0,3.0,220.0,3
6485,Rajaji Nagar,1800.0,3.0,240.0,3
6486,Rajaji Nagar,2533.0,3.0,425.0,3
6487,Rajaji Nagar,432.0,2.0,65.0,2
6488,Rajaji Nagar,720.0,2.0,65.0,2
6490,Rajaji Nagar,1268.0,2.0,127.0,2
6491,Rajaji Nagar,2450.0,3.0,330.0,3
6492,Rajaji Nagar,1640.0,3.0,262.0,3
6494,Rajaji Nagar,1200.0,1.0,200.0,2
6495,Rajaji Nagar,2367.0,3.0,375.0,3
6496,Rajaji Nagar,2440.0,2.0,415.0,4
6497,Rajaji Nagar,1640.0,3.0,251.0,3
6499,Rajaji Nagar,1640.0,3.0,268.0,3
6501,Rajaji Nagar,1222.0,2.0,98.0,2
6503,Rajaji Nagar,2367.0,4.0,340.0,3
6505,Rajaji Nagar,1720.0,3.0,224.0,3
6506,Rajaji Nagar,3600.0,5.0,510.0,5
6507,Rajaji Nagar,1350.0,4.0,230.0,4
6508,Rajaji Nagar,1376.0,2.0,124.0,2
6509,Rajaji Nagar,1700.0,3.0,200.0,3
6510,Rajaji Nagar,1357.0,2.0,123.0,2
6511,Rajaji Nagar,1260.0,2.0,113.0,2
6513,Rajaji Nagar,2400.0,5.0,408.0,5
6514,Rajaji Nagar,2500.0,3.0,340.0,3
6515,Rajaji Nagar,2390.0,3.0,372.0,3
6516,Rajaji Nagar,2415.0,3.0,399.0,3
6518,Rajaji Nagar,1718.0,3.0,275.0,2
6519,Rajaji Nagar,1763.0,3.0,240.0,2
6520,Rajaji Nagar,2367.0,3.0,320.0,3
6521,Rajaji Nagar,2409.0,3.0,395.0,3
6522,Rajaji Nagar,1224.0,2.0,105.0,2
6523,Rajaji Nagar,1314.0,2.0,225.0,2
6524,Rajaji Nagar,1440.0,2.0,165.0,2
6525,Rajaji Nagar,1640.0,3.0,245.0,3
6526,Rajiv Nagar,1690.0,3.0,125.0,3
6527,Rajiv Nagar,1263.0,2.0,93.32,2
6528,Rajiv Nagar,2340.0,4.0,148.0,4
6529,Rajiv Nagar,2340.0,5.0,129.0,4
6530,Rajiv Nagar,1330.0,2.0,93.0,2
6531,Rajiv Nagar,1309.0,2.0,80.0,2
6532,Rajiv Nagar,2340.0,4.0,145.0,4
6533,Rajiv Nagar,2330.0,5.0,175.0,4
6534,Rajiv Nagar,2340.0,5.0,160.0,4
6535,Ramagondanahalli,1151.0,2.0,48.77,2
6536,Ramagondanahalli,1251.0,2.0,47.0,2
6537,Ramagondanahalli,1235.0,2.0,52.04,2
6538,Ramagondanahalli,1610.0,2.0,111.0,3
6539,Ramagondanahalli,540.0,1.0,30.0,1
6541,Ramagondanahalli,1235.0,2.0,46.8,2
6542,Ramagondanahalli,1215.0,2.0,51.26,2
6543,Ramagondanahalli,2257.0,4.0,157.0,3
6544,Ramagondanahalli,1251.0,2.0,47.4,2
6545,Ramagondanahalli,1610.0,2.0,115.0,3
6546,Ramagondanahalli,920.0,2.0,65.0,2
6547,Ramagondanahalli,1215.0,2.0,45.5,2
6549,Ramagondanahalli,1253.0,2.0,52.66,2
6550,Ramagondanahalli,1295.0,2.0,95.0,2
6551,Ramagondanahalli,1151.0,2.0,50.5,2
6552,Ramagondanahalli,1235.0,2.0,49.3,2
6553,Ramagondanahalli,2257.0,3.0,159.0,3
6555,Ramagondanahalli,1910.0,3.0,142.0,3
6556,Ramagondanahalli,1215.0,2.0,46.1,2
6558,Ramagondanahalli,1251.0,2.0,50.0,2
6559,Ramagondanahalli,1151.0,2.0,43.6,2
6561,Ramagondanahalli,1251.0,2.0,53.0,2
6562,Ramagondanahalli,845.0,2.0,45.82,2
6563,Ramagondanahalli,1910.0,3.0,150.0,3
6565,Ramagondanahalli,2040.0,3.0,114.0,3
6566,Ramagondanahalli,3350.0,3.0,150.0,3
6567,Ramagondanahalli,1251.0,2.0,46.0,2
6569,Ramagondanahalli,1151.0,2.0,46.0,2
6570,Ramagondanahalli,1610.0,2.0,112.0,3
6571,Ramagondanahalli,1200.0,3.0,56.1,3
6572,Ramagondanahalli,2787.0,5.0,220.0,4
6574,Ramagondanahalli,1125.0,2.0,75.0,2
6575,Ramagondanahalli,1151.0,2.0,42.5,2
6576,Ramagondanahalli,2257.0,3.0,155.0,3
6577,Ramagondanahalli,1500.0,3.0,100.0,3
6579,Ramagondanahalli,1910.0,3.0,131.0,3
6580,Ramamurthy Nagar,3700.0,4.0,225.0,4
6582,Ramamurthy Nagar,1050.0,2.0,37.0,2
6583,Ramamurthy Nagar,1800.0,4.0,187.0,5
6584,Ramamurthy Nagar,1040.0,2.0,50.0,2
6586,Ramamurthy Nagar,1200.0,3.0,72.0,2
6587,Ramamurthy Nagar,1500.0,3.0,160.0,3
6588,Ramamurthy Nagar,360.0,1.0,26.0,1
6589,Ramamurthy Nagar,950.0,2.0,50.79,2
6590,Ramamurthy Nagar,1200.0,2.0,66.0,3
6591,Ramamurthy Nagar,1525.0,3.0,100.0,3
6592,Ramamurthy Nagar,1200.0,2.0,80.0,2
6593,Ramamurthy Nagar,1200.0,2.0,42.0,2
6594,Ramamurthy Nagar,1330.0,4.0,140.0,3
6597,Ramamurthy Nagar,1100.0,2.0,68.0,2
6598,Ramamurthy Nagar,1185.0,2.0,45.5,2
6599,Ramamurthy Nagar,1170.0,2.0,46.8,2
6600,Ramamurthy Nagar,1150.0,2.0,51.0,2
6601,Ramamurthy Nagar,850.0,2.0,65.0,4
6602,Ramamurthy Nagar,1200.0,2.0,48.0,2
6604,Ramamurthy Nagar,600.0,3.0,45.0,2
6605,Ramamurthy Nagar,1110.0,2.0,65.0,2
6607,Ramamurthy Nagar,2000.0,9.0,150.0,9
6609,Ramamurthy Nagar,1200.0,2.0,78.0,2
6611,Ramamurthy Nagar,600.0,1.0,43.0,1
6612,Ramamurthy Nagar,1006.0,2.0,57.0,2
6613,Ramamurthy Nagar,1200.0,2.0,76.0,2
6614,Ramamurthy Nagar,800.0,4.0,88.0,3
6617,Ramamurthy Nagar,700.0,2.0,33.0,2
6618,Ramamurthy Nagar,1200.0,4.0,110.0,6
6619,Ramamurthy Nagar,1125.0,2.0,47.0,2
6620,Ramamurthy Nagar,1000.0,2.0,62.0,2
6621,Ramamurthy Nagar,1334.0,2.0,67.0,2
6622,Ramamurthy Nagar,1200.0,2.0,46.0,2
6623,Ramamurthy Nagar,1350.0,5.0,120.0,5
6624,Ramamurthy Nagar,1200.0,2.0,57.9,2
6626,Ramamurthy Nagar,1360.0,2.0,45.0,2
6627,Ramamurthy Nagar,1170.0,2.0,44.0,2
6628,Ramamurthy Nagar,2200.0,4.0,130.0,4
6629,Ramamurthy Nagar,1200.0,4.0,125.0,4
6630,Ramamurthy Nagar,1900.0,4.0,185.0,4
6631,Ramamurthy Nagar,1050.0,2.0,51.66,2
6632,Ramamurthy Nagar,2916.0,5.0,230.0,4
6633,Ramamurthy Nagar,2316.0,3.0,125.0,3
6634,Ramamurthy Nagar,900.0,4.0,70.0,4
6635,Ramamurthy Nagar,1101.0,2.0,50.0,2
6636,Ramamurthy Nagar,1150.0,2.0,40.0,2
6639,Ramamurthy Nagar,1050.0,2.0,37.8,2
6640,Ramamurthy Nagar,935.0,2.0,39.0,2
6641,Ramamurthy Nagar,1200.0,2.0,68.0,2
6642,Ramamurthy Nagar,540.0,1.0,35.0,1
6643,Ramamurthy Nagar,960.0,2.0,35.0,2
6644,Rayasandra,1314.0,2.0,63.0,3
6645,Rayasandra,1373.0,3.0,72.0,3
6646,Rayasandra,1639.0,3.0,83.0,3
6647,Rayasandra,1065.0,2.0,44.95,2
6648,Rayasandra,1708.0,3.0,75.0,3
6649,Rayasandra,1016.0,2.0,58.0,2
6650,Rayasandra,1199.0,2.0,48.5,3
6651,Rayasandra,1577.0,3.0,67.0,3
6652,Rayasandra,540.0,1.0,16.5,1
6653,Rayasandra,1253.0,2.0,57.0,2
6654,Rayasandra,583.0,1.0,26.9,1
6655,Rayasandra,1198.0,2.0,54.0,2
6656,Rayasandra,1555.0,3.0,75.17,3
6657,Rayasandra,1458.0,3.0,60.0,3
6658,Rayasandra,1179.0,2.0,55.0,3
6659,Rayasandra,1601.0,3.0,70.0,3
6661,Rayasandra,470.0,1.0,21.0,1
6662,Rayasandra,3600.0,5.0,145.0,5
6663,Rayasandra,1200.0,3.0,65.0,5
6664,Rayasandra,1357.0,2.0,59.0,3
6666,Sahakara Nagar,1500.0,2.0,95.0,3
6667,Sahakara Nagar,1100.0,2.0,56.0,2
6668,Sahakara Nagar,1219.0,2.0,48.0,2
6669,Sahakara Nagar,1200.0,4.0,130.0,4
6670,Sahakara Nagar,1100.0,2.0,75.0,3
6671,Sahakara Nagar,1655.0,3.0,115.0,3
6672,Sahakara Nagar,1150.0,2.0,54.0,2
6673,Sahakara Nagar,1270.0,2.0,69.85,2
6674,Sahakara Nagar,960.0,2.0,56.0,2
6675,Sahakara Nagar,1048.0,2.0,50.0,2
6676,Sahakara Nagar,1160.0,2.0,55.0,2
6677,Sahakara Nagar,1200.0,2.0,75.0,3
6678,Sahakara Nagar,2500.0,4.0,200.0,4
6679,Sahakara Nagar,1914.0,3.0,179.0,3
6680,Sahakara Nagar,1500.0,3.0,125.0,3
6681,Sahakara Nagar,1100.0,2.0,55.0,2
6682,Sahakara Nagar,1914.0,3.0,149.0,3
6683,Sahakara Nagar,1000.0,2.0,60.0,2
6684,Sahakara Nagar,1200.0,2.0,136.0,2
6686,Sahakara Nagar,1175.0,2.0,49.0,2
6687,Sahakara Nagar,1370.0,2.0,90.0,3
6688,Sahakara Nagar,2400.0,3.0,270.0,3
6689,Sahakara Nagar,1000.0,5.0,130.0,5
6690,Sahakara Nagar,1180.0,2.0,72.0,2
6691,Sahakara Nagar,1200.0,2.0,60.0,2
6692,Sahakara Nagar,1032.0,2.0,45.0,2
6693,Sahakara Nagar,1200.0,2.0,46.0,2
6694,Sahakara Nagar,1270.0,2.0,96.0,2
6695,Sahakara Nagar,1201.0,2.0,80.0,2
6696,Sahakara Nagar,1200.0,2.0,54.0,2
6697,Sahakara Nagar,1291.0,2.0,72.3,2
6698,Sanjay nagar,1000.0,2.0,70.0,2
6699,Sanjay nagar,1100.0,2.0,98.0,2
6700,Sanjay nagar,1150.0,2.0,72.2,2
6701,Sanjay nagar,1800.0,3.0,180.0,3
6702,Sanjay nagar,630.0,1.0,35.0,2
6703,Sanjay nagar,3300.0,3.0,250.0,5
6704,Sanjay nagar,965.0,1.0,32.0,1
6705,Sanjay nagar,1900.0,2.0,180.0,3
6706,Sanjay nagar,1575.0,2.0,90.0,2
6709,Sanjay nagar,2400.0,3.0,310.0,3
6710,Sanjay nagar,2700.0,4.0,350.0,4
6711,Sanjay nagar,960.0,2.0,55.0,2
6712,Sanjay nagar,1050.0,2.0,59.0,2
6713,Sanjay nagar,1150.0,2.0,70.0,2
6714,Sanjay nagar,1500.0,3.0,150.0,3
6715,Sanjay nagar,1180.0,2.0,80.0,2
6716,Sarakki Nagar,2121.0,4.0,253.0,3
6717,Sarakki Nagar,2289.0,3.0,260.0,3
6718,Sarakki Nagar,2500.0,4.0,325.0,3
6719,Sarakki Nagar,2145.0,4.0,270.0,3
6720,Sarakki Nagar,880.0,6.0,75.0,6
6721,Sarakki Nagar,1200.0,3.0,128.0,3
6722,Sarakki Nagar,924.0,2.0,76.23,2
6723,Sarakki Nagar,2663.0,4.0,338.0,3
6724,Sarakki Nagar,1840.0,4.0,175.0,3
6728,Sarjapur,2250.0,3.0,148.0,3
6729,Sarjapur,1600.0,3.0,75.0,3
6730,Sarjapur,1242.5,2.0,43.49,2
6731,Sarjapur,913.0,2.0,32.0,2
6732,Sarjapur,1128.0,2.0,60.0,2
6733,Sarjapur,1185.0,2.0,47.0,2
6735,Sarjapur,900.0,2.0,42.0,3
6736,Sarjapur,649.5,1.0,17.535,1
6737,Sarjapur,1020.0,2.0,35.0,2
6738,Sarjapur,1195.0,2.0,42.0,2
6739,Sarjapur,1240.0,2.0,44.0,2
6741,Sarjapur,950.0,2.0,32.5,2
6742,Sarjapur,1285.0,2.0,68.0,3
6744,Sarjapur,925.0,2.0,25.0,2
6745,Sarjapur,3190.0,3.0,160.0,4
6746,Sarjapur,1215.0,2.0,40.0,2
6748,Sarjapur,1200.0,3.0,78.0,3
6749,Sarjapur,1000.0,2.0,30.0,2
6750,Sarjapur,1157.0,2.0,40.0,2
6751,Sarjapur,2238.0,3.0,140.0,3
6752,Sarjapur,2020.0,3.0,85.0,3
6753,Sarjapur,2885.0,3.0,185.0,4
6754,Sarjapur,1500.0,2.0,30.0,2
6756,Sarjapur,2400.0,3.0,190.0,3
6757,Sarjapur,1240.0,2.0,44.3,2
6758,Sarjapur,625.0,1.0,19.0,1
6759,Sarjapur,2585.5,4.0,139.5,4
6760,Sarjapur,940.0,2.0,25.38,2
6761,Sarjapur,2100.0,3.0,125.0,4
6762,Sarjapur,913.0,2.0,36.0,2
6763,Sarjapur,1404.0,2.0,53.35,3
6764,Sarjapur,1830.0,3.0,88.0,3
6765,Sarjapur,1364.0,2.0,56.0,3
6766,Sarjapur,1124.0,2.0,30.35,2
6767,Sarjapur,1044.0,2.0,32.0,2
6768,Sarjapur,650.0,1.0,19.87,1
6769,Sarjapur,1175.0,2.0,42.0,2
6770,Sarjapur,1240.0,2.0,43.1,2
6772,Sarjapur,1032.0,2.0,42.0,2
6773,Sarjapur,535.0,1.0,20.0,2
6774,Sarjapur,1044.0,2.0,34.0,2
6775,Sarjapur,1200.0,3.0,76.13,3
6776,Sarjapur,1200.0,2.0,62.0,2
6777,Sarjapur,900.0,2.0,27.98,2
6779,Sarjapur,1205.0,2.0,29.0,2
6780,Sarjapur,850.0,2.0,32.0,2
6781,Sarjapur,1175.0,2.0,41.68,2
6783,Sarjapur,920.0,2.0,33.0,2
6785,Sarjapur,1150.0,2.0,41.0,2
6786,Sarjapur,1200.0,2.0,42.6,2
6787,Sarjapur,1333.0,3.0,50.0,3
6788,Sarjapur,1044.0,2.0,36.0,2
6789,Sarjapur,950.0,2.0,35.0,2
6791,Sarjapur,2172.0,3.0,100.0,3
6792,Sarjapur,633.0,1.0,17.09,1
6794,Sarjapur,1451.0,2.0,87.0,2
6795,Sarjapur,2400.0,3.0,140.0,4
6796,Sarjapur,1525.0,2.0,68.0,3
6797,Sarjapur,1095.0,2.0,45.0,2
6798,Sarjapur,1425.0,3.0,57.0,3
6800,Sarjapur  Road,2497.0,3.0,140.0,3
6801,Sarjapur  Road,1787.0,3.0,98.29,3
6802,Sarjapur  Road,1787.0,3.0,125.0,3
6807,Sarjapur  Road,1000.0,2.0,67.0,2
6809,Sarjapur  Road,1346.0,2.0,74.03,2
6810,Sarjapur  Road,1195.0,2.0,70.0,2
6811,Sarjapur  Road,1550.0,3.0,100.0,3
6812,Sarjapur  Road,2100.0,3.0,125.0,3
6815,Sarjapur  Road,1691.0,3.0,113.0,3
6816,Sarjapur  Road,1278.0,2.0,95.0,2
6817,Sarjapur  Road,2238.0,3.0,140.0,3
6818,Sarjapur  Road,1800.0,3.0,110.0,3
6822,Sarjapur  Road,710.0,1.0,27.0,1
6823,Sarjapur  Road,3335.0,5.0,300.0,4
6825,Sarjapur  Road,1984.0,4.0,146.0,3
6827,Sarjapur  Road,1128.0,2.0,59.0,2
6829,Sarjapur  Road,1700.0,3.0,110.0,3
6830,Sarjapur  Road,1157.0,2.0,75.0,3
6831,Sarjapur  Road,1282.0,2.0,72.0,2
6832,Sarjapur  Road,615.0,1.0,17.835,1
6833,Sarjapur  Road,4111.0,4.0,310.0,4
6835,Sarjapur  Road,3900.0,4.0,300.0,4
